taxon_ID,Species_Name
639283,Starkeya novella DSM 506
640081,Azospira oryzae PS
640132,Segniliparus rotundus DSM 44985
640205,Pseudomonas seleniipraecipitans
640511,Paraburkholderia sp. CCGE1002
640512,Burkholderia sp. CCGE1003
640513,Enterobacter asburiae LF7a
640635,Microbacterium humi
640938,Trichococcus ilyis
640948,Lentibacillus persicus
641025,Lentzea jiangxiensis
641107,Clostridium sp. DL-VIII
641147,Simonsiella muelleri ATCC 29453
641149,Neisseria sp. oral taxon 014 str. F0314
641238,Roseivivax roseus
641491,Desulfovibrio desulfuricans ND132
641524,Cyclobacterium qasimii M12-11B
641526,Winogradskyella psychrotolerans RS-3
641549,Lacinutrix himadriensis
641665,Colwellia chukchiensis
641691,Pricia antarctica
642227,Tatumella morbirosei
642492,Cellulosilyticum lentocellum DSM 5427
642780,Marmoricola scoriae
643473,Fortiea contorta PCC 7126
643562,Pseudodesulfovibrio aespoeensis Aspo-2
643648,Syntrophothermus lipocalidus DSM 12680
643674,Paenalcaligenes hominis
643867,Marivirga tractuosa DSM 4126
644107,Ruegeria lacuscaerulensis ITI-1157
644223,Komagataella phaffii GS115
644281,Methanocaldococcus sp. FS406-22
644282,Desulfarculus baarsii DSM 2075
644283,Micromonospora aurantiaca ATCC 27029
644284,Arcanobacterium haemolyticum DSM 20595
644295,Methanohalobium evestigatum Z-7303
644352,Gaeumannomyces tritici R3-111a-1
644358,Magnaporthiopsis poae ATCC 64411
644548,Gordonia neofelifaecis NRRL B-59395
644801,Pseudomonas stutzeri RCH2
644966,Thermaerobacter marianensis DSM 12885
645127,Corynebacterium kroppenstedtii DSM 44385
645133,Colletotrichum graminicola M1.001
645134,Spizellomyces punctatus DAOM BR117
645274,Prevotella sp. BP1-148
645465,Streptomyces sp. e14
645517,Altererythrobacter namhicola
645990,Hymenobacter roseosalivarius DSM 11622
645991,Syntrophobotulus glycolicus DSM 8271
646526,Enterocytozoon hepatopenaei
646529,Desulfosporosinus acidiphilus SJ4
647113,Methanothermococcus okinawensis IH1
647171,Methanotorris formicicus Mc-S-70
648757,Rhodomicrobium vannielii ATCC 17100
648782,Haloactinobacterium album
648794,Aeromonas rivuli
648885,Methylobacterium sp. MB200
648996,Thermovibrio ammonificans HB-1
649333,Bizionia echini
649349,Leadbetterella byssophila DSM 17132
649638,Truepera radiovictrix DSM 17093
649639,Bacillus cellulosilyticus DSM 2522
649747,Aneurinibacillus aneurinilyticus ATCC 12856
649756,Anaerostipes hadrus
649760,Prevotella oris F0302
649761,Prevotella veroralis F0319
649764,Slackia exigua ATCC 700122
649831,Actinoplanes sp. N902-109
650093,Paenisporosarcina indica
650164,Phanerochaete carnosa HHB-10118-sp
650850,Halomonas daqiaonensis
650891,Marinobacter daqiaonensis
651182,Desulfobacula toluolica Tol2
651561,Chryseobacterium arthrosphaerae
651661,Dyadobacter psychrophilus
651662,Hymenobacter psychrophilus
651740,Pseudomonas cedrina
652017,Nesterenkonia sp. AN1
652103,Rhodopseudomonas palustris DX-1
652787,Mucilaginibacter mallensis
653386,Actinomyces sp. oral taxon 849 str. F0330
653667,Schizosaccharomyces cryophilus OY26
653733,Desulfurispirillum indicum S5
653930,Pseudomonas bauzanensis
655015,Methylocystis bryophila
655186,uncultured SUP05 cluster bacterium
655353,Cohaesibacter marisflavi
655355,Sunxiuqinia elliptica
655384,Buchnera aphidicola (Cinara pseudotaxifoliae)
655815,Zunongwangia profunda SM-A87
655819,Beauveria bassiana ARSEF 2860
655827,Metarhizium acridum CQMa 102
655863,Grosmannia clavigera kw1407
656024,Frankia symbiont of Datisca glomerata
656061,Tuber melanosporum Mel28
656178,Pandoraea vervacti
656179,Pandoraea faecigallinarum
656366,Arthrobacter alpinus
656519,Halanaerobium hydrogeniformans
656914,Desulfonispora thiosulfatigenes DSM 11270
656916,Aspergillus arachidicola
657014,Litorimicrobium taeanense
657314,Blautia obeum A2-162
657321,Ruminococcus bromii L2-63
657323,Ruminococcus sp. SR1/5
657324,Butyrivibrio fibrisolvens 16/4
657387,Kushneria sp. YCWA18
658057,Pacificibacter marinus
658086,Lachnospiraceae bacterium 3_1_57FAA_CT1
658167,Candidimonas bauzanensis
658172,Candidatus Liberibacter solanacearum CLso-ZC1
658187,Legionella drancourtii LLAP12
658196,Glomus cerebriforme
658218,Microbulbifer marinus
658219,Microbulbifer yueqingensis
658429,Pseudogymnoascus destructans 20631-21
658445,Photobacterium gaetbulicola Gung47
658457,Pseudomonas composti
658630,Pseudomonas sp. CMR5c
658655,Lachnospiraceae bacterium 1_4_56FAA
658656,Lachnospiraceae bacterium 6_1_37FAA
658659,Erysipelotrichaceae bacterium 3_1_53
658665,Dorea sp. D27
658858,Giardia lamblia P15
659014,Dyadobacter soli
659018,Stenotrophomonas daejeonensis
659495,Catenovulum agarivorans YM01
660025,Fusarium oxysporum Fo5176
660122,[Nectria] haematococca mpVI 77-13-4
660470,Mesotoga prima MesG1.Ag.4.2
660517,Halobellus clavatus
660518,Halorientalis regularis
660521,Halogranum gelatinilyticum
660596,Pantoea stewartii subsp. stewartii DC283
661087,Olsenella sp. oral taxon 809 str. F0356
661089,Carboxydothermus islandicus
661367,Legionella longbeachae NSW150
661399,Streptomyces caeruleatus
661478,Fimbriimonas ginsengisoli Gsoil 348
662367,Spirosoma endophyticum
662479,Haloferax mucosum ATCC BAA-1512
662755,Corynebacterium resistens DSM 45100
663278,Ethanoligenens harbinense YUAN-3
663321,Candidatus Regiella insecticola LSR1
663331,Trichophyton benhamiae CBS 112371
663610,Methylocapsa aurea
663704,Leucobacter sp. G161
665004,Thermobifida cellulosilytica TB100
665007,Streptomyces incarnatus
665029,Erwinia amylovora CFBP1430
665079,Sclerotinia sclerotiorum 1980 UF-70
665118,Devosia enhydra
665126,Prosthecomicrobium hirschii
665467,Bauldia litoralis
665577,Streptomyces viridosporus T7A
665912,Bipolaris sorokiniana ND90Pr
665949,Tannerella sp. 6_1_58FAA_CT1
666509,Planktomarina temperata RCA23
666510,Acidilobus saccharovorans 345-15
666681,Methylotenera versatilis 301
666685,Rhodanobacter denitrificans
666686,Bacillus sp. 1NLA3E
667014,Thermodesulfatator indicus DSM 15286
667015,Bacteroides salanitronis DSM 18170
667127,Klebsiella pneumoniae subsp. rhinoscleromatis ATCC 13884
667128,Pasteurella dagmatis ATCC 43325
667129,Serratia odorifera DSM 4582
667135,Thermoplasmatales archaeon A-plasma
667137,Thermoplasmatales archaeon E-plasma
667138,Thermoplasmatales archaeon I-plasma
667676,Paraburkholderia diazotrophica
667725,Sphaeroforma arctica JP610
669041,Tenacibaculum dicentrarchi
669502,Candidatus Profftella armatura
669874,Pachysolen tannophilus NRRL Y-2460
670052,Cryobacterium arcticum
670154,Litoreibacter janthinus
670155,Litoreibacter albidus
670307,Hyphomicrobium denitrificans 1NES1
670386,Heterostelium album PN500
670482,Fontibacillus panacisegetis
670483,Gloeophyllum trabeum ATCC 11539
670487,Oceanithermus profundus DSM 14977
670580,Postia placenta MAD-698-R-SB12
671065,Metallosphaera yellowstonensis MK1
671072,Planktothrix tepida PCC 9214
671143,Candidatus Methylomirabilis oxyfera
671144,Wallemia mellicola CBS 633.66
671223,Propionibacterium sp. oral taxon 193
671987,Exserohilum turcica Et28A
673521,Blastococcus endophyticus
673548,Comamonas terrae
673860,Aciduliprofundum sp. MAR08-339
673862,Candidatus Babela massiliensis
674036,Methylobacter marinus A45
674703,Rhodoplanes sp. Z2-YC6860
675120,Dothistroma septosporum NZE10
675511,Methylomicrobium buryatense 5G
675524,Methylocaldum szegediense O-12
675635,Pseudonocardia dioxanivorans CB1190
675813,Vibrio metschnikovii CIP 69.14
675816,Vibrio orientalis CIP 102891 = ATCC 33934
675824,Lipomyces starkeyi NRRL Y-11557
675864,Auraticoccus monumenti
676032,Francisella cf. tularensis subsp. novicida 3523
676199,Demequina oxidasica
676200,Demequina aurantiaca
676202,Demequina globuliformis
676599,Stenotrophomonas panacihumi
679190,Prevotella buccalis ATCC 35310
679192,Bulleidia extructa W1219
679197,Segniliparus rugosus ATCC BAA-974
679199,Alloprevotella rava F0323
679200,Johnsonella ignava ATCC 51276
679201,Selenomonas infelix ATCC 43532
679259,Gilvimarinus agarilyticus
679318,Rhodococcus sp. WMMA185
679897,Helicobacter mustelae 12198
679901,Methanosalsum zhilinae DSM 4017
679926,Methanolacinia petrolearia DSM 11571
679935,Alistipes finegoldii DSM 17242
679936,Sulfobacillus acidophilus DSM 10332
679937,Bacteroides coprosuis DSM 18011
680026,Photobacterium swingsii
680127,Chryseobacterium culicis
680198,Streptomyces scabiei 87.22
680279,Agarivorans gilvus
680496,Diaphorobacter sp. J5-51
680646,Rothia mucilaginosa DY-18
681398,Paludibacter jiangxiensis
681645,Corynebacterium pseudotuberculosis C231
681847,Labrenzia sp. DG1229
682633,Mesorhizobium ciceri ca181
682795,Granulicella mallensis MP5ACTX8
683083,Campylobacter jejuni subsp. jejuni 414
683124,Flavobacterium haoranii
683125,Sphingobacterium wenxiniae
683150,Arthrobacter nitrophenolicus
683228,Micromonospora yangpuensis
683260,Nonomuraea maritima
683315,Frankia sp. DC12
683316,Frankia sp. EI5c
683837,Listeria seeligeri serovar 1/2b str. SLCC3954
683840,Microbotryum lychnidis-dioicae p1A1 Lamole
683960,Wickerhamomyces anomalus NRRL Y-366-8
684065,Algoriella xinjiangensis
684364,Batrachochytrium dendrobatidis JAM81
684552,Agrococcus carbonis
684719,alpha proteobacterium HIMB114
685588,Galerina marginata CBS 339.88
685778,Sphingomonas sp. PR090111-T3T-6A
686340,Methylomicrobium album BG8
686578,Pseudomonas sp. S9
686597,Martelella sp. AD-3
686624,Tessaracoccus oleiagri
686796,Algoriphagus faecimaris
686831,Chromobacterium piscinae
686832,Hebeloma cylindrosporum h7
687412,Pseudorhodobacter aquimaris
687436,Paenibacillus ihumii
687842,Pedobacter ginsenosidimutans
687861,Bartonella schoenbuchensis R1
688067,Herbidospora mongoliensis
688245,Comamonas testosteroni CNB-2
688246,Prevotella multisaccharivorax DSM 17128
688269,Pseudothermotoga thermarum DSM 5069
688270,Cellulophaga algicola DSM 14237
688867,Ohtaekwangia koreensis
690307,Aspergillus aculeatus ATCC 16872
690417,Paracoccus sphaerophysae
690566,Sphingobium chlorophenolicum L-1
690567,Syntrophomonas zehnderi OL-4
690585,Rhizobium vignae
690850,Desulfocurvibacter africanus subsp. africanus str. Walvis Bay
690879,Terrimicrobium sacchariphilum
691883,Fonticula alba
692275,Sphaerulina musiva SO2202
692370,Altererythrobacter dongtanensis
692418,Reichenbachiella faecimaris
692420,Bacillus amyloliquefaciens DSM 7 = ATCC 23350
693444,Enterobacteriaceae bacterium strain FGI 57
693661,Archaeoglobus veneficus SNP6
693746,Oscillibacter valericigenes Sjm18-20
693977,Deinococcus proteolyticus MRP
693979,Bacteroides helcogenes P 36-108
693986,Methylobacterium oryzae CBMB20
694055,Ornithinibacillus contaminans
694270,Fusarium longipes
694327,Desulfovibrio carbinoliphilus subsp. oakridgensis
694427,Paludibacter propionicigenes WB4
694429,Pyrolobus fumarii 1A
694430,Natronococcus occultus SP4
694431,Desulfurella acetivorans A63
694440,Methanomicrobium mobile BP
694573,Valsa mali var. pyri
695850,Saprolegnia parasitica CBS 223.65
695939,Deinococcus hopiensis KR-140
696125,Bartonella clarridgeiae 73
696127,Candidatus Midichloria mitochondrii IricVA
696281,Desulfotomaculum ruminis DSM 2154
696762,Planktotalea frisia
697281,Mahella australiensis 50-1 BON
697282,Methylobacter tundripaludum SV96
697303,Thermoanaerobacter wiegelii Rt8.B1
697329,Ruminococcus albus 7 = DSM 20455
697581,Thermofilum adornatus 1505
698492,Saitoella complicata NRRL Y-17804
698738,Oleispira antarctica RB-8
698757,Pyrobaculum oguniense TE7
698758,Amphibacillus xylanus NBRC 15112
698761,Rhizobium tropici CIAT 899
698762,Thermanaeromonas toyohensis ToBE
698769,Virgibacillus alimentarius
698827,Desulfonatronovibrio magnus
699218,Megasphaera genomosp. type_1 str. 28L
699246,Mageeibacillus indolicus UPII9-5
699248,Streptococcus ratti FA-1 = DSM 20564
699262,Microgenomates bacterium SCGC AAA011-L6
699264,Candidatus Omnitrophus fodinae SCGC AAA011-A17
699431,Halolamina pelagica
700015,Coriobacterium glomerans PW2
700598,Niastella koreensis GR20-10
701042,Mycobacterium marseillense
701091,Bipolaris maydis C5
701347,[Enterobacter] lignolyticus SCF1
701521,Pediococcus claussenii ATCC BAA-344
702114,Methylomonas koyamae
702383,Jiangella muralis
702437,Selenomonas noxia F0398
702450,Turicibacter sanguinis PC909
702457,Listeria marthii FSL S4-120
702745,Myroides phaeus
702967,Corynebacterium sp. NML98-0116
703135,Amanita thiersii Skay4041
703222,Kibdelosporangium sp. MJ126-NF4
706191,Pantoea ananatis LMG 20103
706194,Candidatus Sulcia muelleri CARI
706433,Solobacterium moorei F0204
706434,Megasphaera micronuciformis F0359
706436,Capnocytophaga sp. oral taxon 329 str. F0087
706570,Pseudomonas flexibilis
706587,Desulfomonile tiedjei DSM 6799
707248,Pseudomonas gingeri NCPPB 3146 = LMG 5327
708126,Jeotgalibaca dankookensis
708132,Oligoflexus tunisiensis
708187,Colletotrichum chlorophyti
708197,Colletotrichum tofieldiae
709015,Pontibacter actiniarum DSM 19842
709032,Sulfuricurvum kujiense DSM 16994
709323,Fructobacillus tropaeoli
709797,Bradyrhizobiaceae bacterium SG-6C
709839,Noviherbaspirillum autotrophicum
709881,Micromonospora cremea
709986,Deinococcus maricopensis DSM 21211
709991,Odoribacter splanchnicus DSM 20712
710111,Frankia sp. QA3
710421,Mycolicibacterium chubuense NBB4
710685,Mycolicibacterium rhodesiae NBB3
710696,Intrasporangium calvum DSM 43043
710705,Streptomyces sp. FXJ1.172
711393,Streptomyces sp. GXT6
712122,Actinomyces sp. oral taxon 414
712357,Leptotrichia sp. oral taxon 212
712411,Olsenella sp. oral taxon 807
712528,Selenomonas sp. oral taxon 126
712633,Streptococcus sp. oral taxon 431
712710,Tannerella sp. oral taxon HOT-286
713030,Selenomonas sp. oral taxon 136
713585,Thioalkalivibrio paradoxus ARh 1
713586,Thioalkalivibrio thiocyanodenitrificans ARhD 1
713588,Chryseobacterium chaponense
713604,Amycolatopsis mediterranei S699
713605,Lactobacillus iners AB-1
714313,Lactobacillus sanfranciscensis TMW 1.1304
714315,Leptotrichia goodfellowii DSM 19756
714549,Hydrotalea flava
714943,Mucilaginibacter paludis DSM 18603
715226,Asticcacaulis biprosthecum C19
716541,Enterobacter cloacae subsp. cloacae ATCC 13047
716544,Waddlia chondrophila WSU 86-1044
716816,Oceanicoccus sagamiensis
716928,Ensifer sojae CCBAU 05684
717227,Treponema primitia ZAS-1
717231,Flexistipes sinusarabici DSM 4947
717605,Thermobacillus composti KWC4
717606,Paenibacillus curdlanolyticus YK9
717608,[Clostridium] cf. saccharolyticum K10
717646,Baudoinia panamericana UAMH 10762
717772,Thiomicrospira aerophila AL3
717773,Thiomicrospira cyclica ALM1
717774,Marinomonas mediterranea MMB-1
717785,Hyphomicrobium sp. MC1
717959,Alistipes shahii WAL 8301
717960,Faecalitalea cylindroides T2-87
717962,Coprococcus catus GD/7
718014,Microbispora sp. GMKU363
718252,Faecalibacterium prausnitzii L2-6
720554,Hungateiclostridium clariflavum DSM 19732
721133,Nitratireductor indicus
722438,Mycoplasma pneumoniae FH
722472,Bradyrhizobium lablabi
728005,Devosia psychrophila
732234,Thermogemmatispora onikobensis
735517,Labrenzia suaedae
739143,Flavobacterium phragmitis
740709,Idiomarina xiamenensis 10-D-4
741155,Pseudomonas alcaliphila JAB1
741276,Rhodotorula taiwanensis
742152,Wolfiporia cocos MD-104 SS10
742723,Lachnospiraceae bacterium 2_1_46FAA
742725,Alistipes indistinctus YIT 12060
742726,Barnesiella intestinihominis YIT 11860
742727,Bacteroides oleiciplenus YIT 12058
742742,Collinsella tanakaei YIT 12063
742743,Dialister succinatiphilus YIT 11850
742766,Dysgonomonas gadei ATCC BAA-286
742767,Dysgonomonas mossii DSM 22836
742817,Odoribacter laneus YIT 12061
742823,Sutterella wadsworthensis 2_1_59BFAA
743299,Acidithiobacillus ferrivorans SS3
743525,Thermus scotoductus SA-01
743718,Isoptericola variabilis 225
743719,Paenibacillus lactis 154
743720,Pseudomonas fulva 12-X
743721,Pseudoxanthomonas suwonensis 11-1
743722,Sphingobacterium sp. 21
743788,Fomitopsis pinicola FP-58527 SS1
743836,Methylocystis sp. SB2
743966,Mycoplasma bovoculi M165/69
743967,Mycoplasma yeatsii GM274B
743971,Mycoplasma flocculare ATCC 27399
744872,Treponema caldarium DSM 7334
744979,Ahrensia sp. R2A130
744980,Roseibium sp. TrichSKD4
744985,alpha proteobacterium HIMB59
745014,gamma proteobacterium HIMB55
745277,Rahnella aquatilis CIP 78.65 = ATCC 33071
745310,Sphingomonas sp. MM-1
745366,Micromonospora humi
745368,Gemmiger formicilis
745411,Gallaecimonas xiamenensis 3-C-1
745531,Phlebiopsis gigantea 11061_1 CR5-6
745717,Olleya sp. VCSA23
745776,Deinococcus gobiensis I-0
745820,Bacillus daliensis
746697,Aequorivita sublithincola DSM 14238
747089,Rhizophagus irregularis DAOM 181602=DAOM 197198
747365,Thermodesulfobium narugense DSM 14796
747377,Clostridium sp. DMHC 10
747525,Heterobasidion irregulare TC 32-1
747676,Melampsora larici-populina 98AG31
747682,Mycoplasma alligatoris A21JP2
747725,Mucor circinelloides f. lusitanicus CBS 277.49
748224,Faecalibacterium cf. prausnitzii KLE1255
748247,Azoarcus sp. KH32C
748280,Pseudogulbenkiania sp. NH8B
748449,Halobacteroides halobius DSM 5150
748650,Thiomicrospira sp. ALE5
748658,Thioalkalivibrio sp. ALSr1
748727,Clostridium ljungdahlii DSM 13528
748909,Nocardioides alpinus
749222,Nitratifractor salsuginis DSM 16511
749414,Streptomyces bingchenggensis BCW-1
749551,Selenomonas artemidis F0399
751944,Halobacterium sp. DL1
751945,Thermus oshimai JL-2
751994,gamma proteobacterium HIMB30
753702,Alkalibacterium subtropicum
754035,Mesorhizobium australicum WSM2073
754252,Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1
754409,Winogradskyella sp. PG-2
754436,Photobacterium aphoticum
754476,Methylophaga nitratireducenticrescens
754477,Methylophaga frappieri
754502,Paraburkholderia sprentiae WSM5005
755172,Peptoniphilus coxii
755178,Cyanobacterium aponinum PCC 10605
755731,Clostridium sp. BNL1100
755732,Fluviicola taffensis DSM 16823
756067,Microcoleus vaginatus FGP-2
756272,Rubinisphaera brasiliensis DSM 5305
756499,Desulfitobacterium dehalogenans ATCC 51507
756698,Moritella sp. JT01
756883,halophilic archaeon DL31
756892,Acinetobacter indicus
756982,Arthrobotrys oligospora ATCC 24927
757424,Herbaspirillum seropedicae SmR1
758793,Burkholderia insecticola
758802,Mycolicibacterium litorale
758803,Nocardiopsis flavescens
758820,Aquiflexum balticum DSM 16537
758825,Rugamonas rubra
758828,Succinivibrionaceae bacterium WG-1
758847,Leptospira santarosai serovar Shermani str. LT 821
759272,Chaetomium thermophilum var. thermophilum DSM 1495
759273,Colletotrichum higginsianum IMI 349063
759620,Weissella ceti
759811,Lysinibacillus pakistanensis
759851,Sporosarcina newyorkensis
759913,Streptococcus dysgalactiae subsp. equisimilis AC-2713
759914,Brachyspira pilosicoli 95/1000
760011,Sphaerochaeta coccoides DSM 17374
760142,Hippea maritima DSM 10411
760154,Sulfurospirillum barnesii SES-3
760192,Haliscomenobacter hydrossis DSM 1100
760568,Desulfofundulus kuznetsovii DSM 6115
761193,Runella slithyformis DSM 19594
761204,Phytophthora parasitica INRA-310
761804,Mycobacterium europaeum
762051,Leuconostoc kimchii IMSNU 11154
762211,Bifidobacterium stellenboschense
762376,Achromobacter xylosoxidans A8
762486,Lutibacter oricola
762845,Enterococcus rivorum
762903,Pseudopedobacter saltans DSM 12145
762947,Bacillus eiseniae
762948,Rothia dentocariosa ATCC 17931
762963,Actinomyces sp. oral taxon 170 str. F0386
762967,Sutterella parvirubra YIT 11816
762968,Paraprevotella clara YIT 11840
762982,Paraprevotella xylaniphila YIT 11841
762983,Succinatimonas hippei YIT 12066
762984,Bacteroides clarus YIT 12056
763034,Bacteroides fluxus YIT 12057
763057,Mesorhizobium huakuii 7653R
763406,Pichia membranifaciens NRRL Y-2026
763407,Phycomyces blakesleeanus NRRL 1555(-)
763665,Coemansia reversa NRRL 1564
764103,Mixia osmundae IAM 14324
764291,Streptococcus urinalis 2285-97
764298,Streptococcus macacae NCTC 11558
764299,Streptococcus ictaluri 707-05
764842,Derxia lacustris
765177,Desulfurococcus mucosus DSM 2162
765257,Pisolithus microcarpus 441
765420,Oscillochloris trichoides DG-6
765440,Piloderma croceum F 1598
765698,Mesorhizobium ciceri biovar biserrulae WSM1271
765699,Acidimangrovimonas indica
765821,uncultured Blautia sp.
765867,Pyrenochaeta sp. DS3sAY3a
765868,Stagonospora sp. SRC1lsM3a
765869,Bdellovibrio bacteriovorus W
765909,Lamprocystis purpurea DSM 4197
765910,Marichromatium purpuratum 984
765911,Thiocystis violascens DSM 198
765912,Thioflavicoccus mobilis 8321
765913,Thiorhodococcus drewsii AZ1
765914,Thiorhodospira sibirica ATCC 700588
765915,Catenaria anguillulae PL171
765952,Parachlamydia acanthamoebae UV-7
766039,Acidomyces richmondensis BFW
766136,Desulfuribacillus alkaliarsenatis
766499,Citreicella sp. 357
767029,Pseudopropionibacterium propionicum F0230a
767031,Prevotella denticola F0289
767100,Parvimonas sp. oral taxon 110 str. F0139
767434,Frateuria aurantia DSM 6220
767452,Serinicoccus chungangensis
767519,Halomicrobium zhouii
767769,Aspergillus brasiliensis CBS 101740
767770,Aspergillus tubingensis CBS 134.48
767817,Desulfallas gibsoniae DSM 7213
767916,Mycobacterium paraense
768066,Halomonas elongata DSM 2581
768670,Calditerrivibrio nitroreducens DSM 19672
768671,Thiocapsa marina 5811
768679,Thermoproteus tenax Kra 1
768700,Mycoplasma suis str. Illinois
768704,Desulfosporosinus meridiei DSM 13257
768706,Desulfosporosinus orientis DSM 765
768710,Desulfosporosinus youngiae DSM 17734
771870,Sordaria macrospora k-hell
771875,Fervidobacterium pennivorans DSM 9078
794903,Opitutaceae bacterium TAV5
795359,Thermodesulfobacterium geofontis OPF15
795665,Hydrogenophaga sp. PBC
795666,Burkholderiaceae bacterium PBA
795797,Halalkalicoccus jeotgali B3
795830,Candidatus Brocadia sinica
795955,Nesterenkonia sp. F
796604,Microbotryum silenes-dioicae
796606,Bacillus methanolicus MGA3
796620,Vibrio caribbeanicus ATCC BAA-2122
796925,Conidiobolus coronatus NRRL 28638
796937,Peptoanaerobacter stomatis
796942,Stomatobaculum longum
796943,Oribacterium parvum ACB1
797114,Halosimplex carlsbadense 2-9-1
797209,Haladaptatus paucihalophilus DX253
797210,Halopiger xanaduensis SH-6
797277,Pseudomonas litoralis
797299,Halostagnicola larsenii XH-48
797302,Halovivax ruber XH-70
797303,Natrinema pellirubrum DSM 15624
797304,Natronobacterium gregoryi SP2
797419,Aequorivita viscosa
797473,Cardiobacterium valvarum F0432
797515,Lactobacillus parafarraginis F0439
797516,Lactobacillus kisonensis F0435
798128,Thermus thermophilus JL-18
838561,Spiroplasma mirum ATCC 29335
856736,Deinococcus reticulitermitis
856793,Micavibrio aeruginosavorus ARL-13
857087,Methylomonas methanica MC09
857265,Amantichitinum ursilacus
857290,Scardovia wiggsiae F0424
857291,Prevotella histicola F0411
857293,Caloramator australicus RC3
857340,Acremonium chrysogenum ATCC 11550
857342,Amorphotheca resinae ATCC 22711
857566,Nadsonia fulvescens var. elongata DSM 6958
857967,Ichthyophthirius multifiliis strain G5
858215,Thermoanaerobacterium xylanolyticum LX-11
858455,Rhodomicrobium udaipurense JA643
858619,Corynebacterium variabile DSM 44702
858640,Photobacterium jeanii
858893,Exophiala dermatitidis NIH/UT8656
859144,Bacillus gottheilii
859194,Mycoplasma haemofelis Ohio2
859653,alpha proteobacterium HIMB5
859654,Candidatus Blochmannia vafer str. BVAF
860228,Capnocytophaga canimorsus Cc5
860235,Kibdelosporangium phytohabitans
861266,Pseudarthrobacter siccitolerans
861269,Microbacterium sp. 3J1
861298,Vibrio xiamenensis
861299,Gemmatirosa kalamazoonesis
861360,Glutamicibacter arilaitensis Re117
861450,Anaeroglobus geminatus F0357
861452,Fusobacterium sp. oral taxon 370 str. F0437
861455,Streptococcus sp. oral taxon 058 str. F0407
861557,Pyrenophora teres f. teres 0-1
862515,Prevotella marshii DSM 16973 = JCM 13450
862517,Peptoniphilus duerdenii ATCC BAA-1640
862719,Azospirillum lipoferum 4B
862751,Streptomyces sp. SirexAA-E
862908,Halobacteriovorax marinus SJ
862969,Streptococcus constellatus subsp. pharyngis C1050
862971,Streptococcus anginosus C238
863227,Trinickia symbiotica
863239,Corynebacterium nuruki S6-4
863921,Gilvimarinus polysaccharolyticus
864051,Burkholderiales bacterium JOSHI_001
864058,Streptomyces kebangsaanensis
864069,Microvirga lotononidis
864565,[Eubacterium] yurii subsp. margaretiae ATCC 43715
864702,Oscillatoriales cyanobacterium JSC-12
865937,Gillisia limnaea DSM 15749
865938,Weeksella virosa DSM 16922
866536,Belliella baltica DSM 15883
866564,Polaromonas glacialis
866771,Prevotella disiens FB035-09AN
866775,Aerococcus urinae ACS-120-V-Col10a
866790,Methanothermobacter sp. CaT2
866895,Halobacillus halophilus DSM 2266
867345,Ectothiorhodospira magna
867845,Chloroflexus sp. Y-396-1
867900,Cellulophaga lytica DSM 7489
867902,Ornithobacterium rhinotracheale DSM 15997
867903,Thermaerobacter subterraneus DSM 13965
867904,Methanomethylovorans hollandica DSM 15978
867917,Vulcanisaeta thermophila
868131,Methanobacterium paludis
868280,Salinivibrio socompensis S10B
868595,Desulfotomaculum nigrificans CO-1-SRB
868864,Desulfurobacterium thermolithotrophum DSM 11699
869209,Treponema succinifaciens DSM 2489
869210,Marinithermus hydrothermalis DSM 14884
869211,Spirochaeta thermophila DSM 6578
869212,Turneriella parva DSM 21527
869213,Saccharicrinis fermentans DSM 9555 = JCM 21142
869250,Theileria orientalis strain Shintoku
869279,Thermanaerothrix daxensis
869754,Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993
870187,Thiothrix nivea DSM 5205
870242,Carboxydothermus pertinax
870435,Pisolithus tinctorius Marx 270
870482,Algibacter pectinivorans
870908,Cognatishimia maritima
871203,Caballeronia zhejiangensis
871271,Candidatus Zinderia insecticola CARI
871325,Bacteroides faecichinchillae
871571,Mobiluncus mulieris ATCC 35239
871575,Ogataea parapolymorpha DL-1
871585,Acinetobacter pittii PHEA-2
871651,Poseidonocella pacifica
871652,Poseidonocella sedimentorum
871741,Brevundimonas viscosa
871963,Desulfitobacterium dichloroeliminans LMG P-21439
871968,Desulfitobacterium metallireducens DSM 15288
872965,Ardenticatena maritima
872970,Amphibacillus marinus
873448,Streptococcus porcinus str. Jelinkova 176
873449,Streptococcus criceti HS-6
873513,Prevotella buccae ATCC 33574
874156,Erythrobacter marinus
874454,Pseudoalteromonas arabiensis
875328,Mycolicibacter sinensis
875454,Peptoniphilus rhinitidis 1-13
875932,Photobacterium sanguinicancri
876091,uncultured Oscillibacter sp.
876269,Methyloferula stellata AR4
876364,Cupriavidus sp. USMAA2-4
877411,Ruminococcus sp. NK3A76
877414,Clostridiales bacterium NK3B98
877415,Erysipelotrichaceae bacterium NK3D112
877424,Lachnospiraceae bacterium NK4A179
877455,Methanobacterium lacus
877500,Arcobacter anaerophilus
879212,Desulfobacter postgatei 2ac9
879243,Porphyromonas asaccharolytica DSM 20707
879274,Shinella sp. HZN7
879305,Anaerococcus prevotii ACS-065-V-Col13
879308,Peptoniphilus sp. oral taxon 375 str. F0436
879309,Veillonella sp. oral taxon 158 str. F0412
879819,Cutaneotrichosporon oleaginosum
